ID,cellline,tissue,drug,security,drug_plate_id,T0_plate_id,drug_group_id,background_od1,background_od2,od0.1,od0.2,od0.3,od1.1,od1.2,od1.3,od2.1,od2.2,od2.3,od3.1,od3.2,od3.3,od4.1,od4.2,od4.3,od5.1,od5.2,od5.3,od6.1,od6.2,od6.3,od7.1,od7.2,od7.3,od8.1,od8.2,od8.3,od9.1,od9.2,od9.3,T0_background_od1,T0_background_od2,T0_median_od
16141,MDAMB175VII,breast,17-AAG,public,7730,7884,50,62,99,3319,3679,3358,3573,3622,3117,3471,3699,3530,3509,3594,3866,2168,2817,3294,1328,1490,1248,1482,1407,1352,1288,1307,1306,1008,1046,891,88,91,1223,71,122,2675
16144,MDAMB175VII,breast,17-AAG,public,7731,7886,50,65,128,3686,3461,3824,3556,3579,3993,4117,3853,3842,3455,3993,3821,3396,2649,3039,1466,1464,1505,1442,1438,1602,1458,1369,1407,1117,883,1186,134,96,58,58,133,2403.5
16147,MDAMB231ATCC,breast,17-AAG,public,7736,7893,50,79,147,4484,3873,4083,3975,4367,4576,4462,3983,4232,4285,4756,4203,4112,4247,4614,4163,4153,4182,3444,3113,3535,1437,1398,1538,1352,1335,1241,990,741,726,56,97,939
16150,MDAMB361,breast,17-AAG,public,7739,7894,50,97,130,7597,7874,7175,7686,7282,6759,7394,7125,7032,7095,7730,8161,7248,6929,6680,1581,1685,1931,1927,1685,2064,1996,1816,1812,1614,1502,1465,1311,975,1957,89,147,4506
16153,MDAMB436,breast,17-AAG,public,7746,7902,50,43,95,2294,2786,2141,3072,2735,1086,2998,3252,2699,1228,1786,3083,2977,2398,2107,1813,1825,1492,1401,1583,1387,1269,1298,1290,1101,1204,1067,488,399,37,32,90,725.5
16156,MDAMB468,breast,17-AAG,public,7750,7909,50,54,104,4264,5088,2568,5037,5311,1967,5316,5531,5978,1967,3202,5284,5321,5231,4029,5628,5619,4839,5258,5318,3106,1236,1698,2085,1317,1526,1507,422,641,525,50,102,1839.5
16159,SKBR3,breast,17-AAG,public,7759,7912,50,64,117,2937,2695,2414,2759,2701,2453,2561,2452,2694,2669,2280,2645,1645,1785,1816,1252,1389,1393,1221,1254,1556,1433,1329,1365,1233,1241,1211,149,114,1006,61,128,1944.5
16162,SUM1315MO2,breast,17-AAG,public,7761,9031,50,37,51,2517,2320,2107,2492,1889,2286,2332,2420,2219,2115,1970,2609,1977,1689,2069,1500,1450,1464,1597,1647,1702,1749,1648,1587,1397,1512,1424,149,1255,1678,67,121,3025
16165,SUM159PT,breast,17-AAG,public,7771,9042,50,40,95,1366,1144,1113,1296,1176,1022,1105,1153,1174,852,307,1128,215,240,390,116,117,113,129,148,125,141,127,152,155,158,179,52,49,112,31,90,192
16168,T47D,breast,17-AAG,public,7778,9033,50,54,56,3050,2921,3029,3048,2822,2980,3057,2831,3068,2635,2940,3112,2965,2919,3249,3028,2577,2881,2373,1951,2494,1396,1333,1278,1119,1127,1132,1113,1021,1159,48,92,1261
16171,UACC893,breast,17-AAG,public,7784,9045,50,58,108,3555,4012,3461,4179,4071,2345,4327,4298,4054,2643,3519,4079,3536,3257,3054,1034,1127,658,806,793,579,628,677,853,1211,1294,1337,221,195,84,54,101,2154
16174,ZR751,breast,17-AAG,public,7786,7932,50,135,162,9651,10070,9272,10370,10150,9489,10470,10220,10340,8562,10080,10530,10330,10660,9968,5927,5647,6343,3968,3980,4194,4073,3961,4468,4306,4137,4210,2522,3531,3448,112,172,5283
16195,600MPE,breast,PS-1145,public,5968,5899,65,71,126,4983,5322,4594,4854,4940,4264,4798,4540,4207,4659,4963,4847,4886,4656,4687,4561,4951,4116,5176,4675,4379,4819,4701,4191,4807,4726,4164,5167,4857,4220,56,120,2367.5
16196,600MPE,breast,SAHA (Vorinostat),public,5968,5899,65,71,126,4983,5322,4594,4358,4740,4167,4856,4391,4062,5179,4777,4177,4718,4532,4207,4586,4465,3773,3203,3177,3327,892,1404,952,229,247,154,153,196,154,56,120,2367.5
16197,600MPE,breast,Trichostatin A,public,5968,5899,65,71,126,4983,5322,4594,4882,4546,4416,4609,4568,4840,4530,5491,4330,4509,4797,3840,3987,3683,3388,582,781,832,219,263,161,173,188,181,198,222,152,56,120,2367.5
16198,600MPE,breast,PS-1145,public,5971,5898,65,74,123,5042,5517,5396,5040,5181,4829,5023,5118,4496,4825,5543,5179,5117,5098,5181,5012,5132,4522,5472,4963,4411,5129,5171,4396,5397,5231,5514,5538,5316,5046,65,134,3347.5
16199,600MPE,breast,SAHA (Vorinostat),public,5971,5898,65,74,123,5042,5517,5396,5374,5356,4254,5400,5320,4558,5344,5077,4703,5024,4903,4449,4924,5108,4402,3582,3381,3236,1728,1803,1582,575,504,410,250,287,262,65,134,3347.5
16200,600MPE,breast,Trichostatin A,public,5971,5898,65,74,123,5042,5517,5396,4886,5265,4674,5304,4796,5084,4848,5427,4484,4774,4883,4874,4455,4020,3912,2119,2075,2192,501,566,503,274,273,256,228,206,197,65,134,3347.5
16204,AU565,breast,PS-1145,public,5980,5900,65,55,98,3629,3347,3624,3694,3749,3934,3440,3826,3280,3347,3594,3365,3519,3721,4042,3538,3763,3815,3392,3390,3385,3644,3413,3701,3471,3535,3704,3225,3251,3364,28,77,803.5
16205,AU565,breast,SAHA (Vorinostat),public,5980,5900,65,55,98,3629,3347,3624,3460,3331,3432,3576,3572,3336,3502,3588,3345,3438,3696,3657,3102,3143,3428,1018,1016,928,79,100,100,110,88,88,80,107,90,28,77,803.5
16206,AU565,breast,Trichostatin A,public,5980,5900,65,55,98,3629,3347,3624,3397,3720,3797,3418,3357,3620,3483,3397,3671,3331,3120,3631,470,530,792,117,119,128,99,108,80,115,113,104,97,91,79,28,77,803.5
16207,AU565,breast,PS-1145,public,5982,5901,65,67,111,4810,5127,4645,4740,4872,5028,4661,5234,4609,4613,4864,4821,4679,5021,5880,4832,4574,4633,5188,4546,4438,5189,4946,4679,4567,4570,5169,5153,4821,5228,35,81,1241.5
16208,AU565,breast,SAHA (Vorinostat),public,5982,5901,65,67,111,4810,5127,4645,4917,4483,4560,4541,5355,4247,5001,4581,4436,4492,4940,4649,4691,4631,3992,1498,1127,1346,110,121,130,150,128,105,105,122,112,35,81,1241.5
16209,AU565,breast,Trichostatin A,public,5982,5901,65,67,111,4810,5127,4645,5158,4894,4634,4831,5628,4856,5002,4860,4335,3843,4359,4584,615,337,339,135,154,171,128,147,109,148,132,128,134,113,104,35,81,1241.5
16210,BT20,breast,PS-1145,public,6011,5904,65,68,105,5155,4914,5082,4682,5165,5245,4809,4872,4806,4700,5357,4580,4557,5182,4815,4531,4836,5329,4902,4551,4790,4499,5460,5274,4380,4427,4434,4766,4210,4122,51,109,2289
16211,BT20,breast,SAHA (Vorinostat),public,6011,5904,65,68,105,5155,4914,5082,4393,5506,4557,5038,5027,4506,5038,4915,4740,4769,5128,5469,4127,4388,5100,3163,3770,3502,1348,1074,883,393,321,255,217,234,218,51,109,2289
16212,BT20,breast,Trichostatin A,public,6011,5904,65,68,105,5155,4914,5082,4466,5014,5313,4663,5066,4563,4797,5235,5246,4529,4986,4610,3785,4088,4357,729,746,664,277,285,212,255,278,271,329,339,240,51,109,2289
16213,BT474,breast,PS-1145,public,6036,5906,65,79,111,6458,5873,5950,5954,6138,5328,6150,7069,6636,6414,5855,6332,6318,5896,6993,5851,6332,5572,6154,6252,5930,6123,6133,5684,6690,6447,7463,6098,6067,7195,66,118,3892
16214,BT474,breast,SAHA (Vorinostat),public,6036,5906,65,79,111,6458,5873,5950,5910,6109,6142,6414,6933,6070,6021,6583,5769,5933,5859,5661,5594,5572,5004,2769,2706,2627,261,300,319,288,249,241,230,248,255,66,118,3892
16215,BT474,breast,Trichostatin A,public,6036,5906,65,79,111,6458,5873,5950,6209,5661,5552,5834,6813,6541,5890,6002,5926,5639,5989,5955,5256,5114,4516,308,336,311,247,246,231,251,253,183,270,271,237,66,118,3892
16216,BT474,breast,PS-1145,public,6041,5905,65,91,114,5909,5907,6008,5887,6277,6521,6192,6191,5740,5989,6613,5980,6062,5647,6237,5695,6308,6128,6342,5999,5505,5827,6647,6054,6470,6121,6206,6285,6310,5762,56,112,3332
16217,BT474,breast,SAHA (Vorinostat),public,6041,5905,65,91,114,5909,5907,6008,5987,6019,5958,6076,5867,6023,6444,6274,6096,6301,5890,5929,5880,5581,5092,3095,2516,2882,360,323,416,344,336,307,278,310,314,56,112,3332
16218,BT474,breast,Trichostatin A,public,6041,5905,65,91,114,5909,5907,6008,5938,5903,6164,5841,5938,6279,5700,6170,6354,5634,5487,5772,5729,4772,5561,1003,453,516,317,331,260,329,323,252,353,374,302,56,112,3332
16219,BT483,breast,PS-1145,public,6063,5908,65,92,160,7495,7297,7609,7403,7377,6316,7168,6810,6545,7378,8151,7176,7726,7359,7163,7393,7815,6134,7958,7525,6979,7460,7214,6094,8044,7133,6879,7530,7893,6883,92,180,5278
16220,BT483,breast,SAHA (Vorinostat),public,6063,5908,65,92,160,7495,7297,7609,6925,7420,6608,7986,6883,7066,7352,7594,6601,7828,7031,6223,7536,6912,5845,5700,5306,5750,3235,3127,3309,1741,1621,1409,1032,1034,2109,92,180,5278
16221,BT483,breast,Trichostatin A,public,6063,5908,65,92,160,7495,7297,7609,7589,7664,6493,7726,6358,7088,7427,7606,6525,7025,6898,6214,6890,7753,5728,4061,4270,4052,1356,1370,1345,1131,1224,1200,971,892,760,92,180,5278
16222,BT549,breast,PS-1145,public,6070,5909,65,51,86,2960,2765,2401,3010,2525,2951,2756,3035,2833,2813,2504,2739,2760,2839,2990,2752,2929,2812,2723,2890,2911,2578,2598,2348,2252,2552,2500,2191,2461,2432,22,55,420.5
16223,BT549,breast,SAHA (Vorinostat),public,6070,5909,65,51,86,2960,2765,2401,2536,2801,2779,2700,2777,2959,2643,2827,2764,3081,2798,2679,2585,2267,2814,1417,1463,1481,405,474,501,118,94,100,63,84,120,22,55,420.5
16224,BT549,breast,Trichostatin A,public,6070,5909,65,51,86,2960,2765,2401,2975,2710,3123,2668,2764,2737,2874,2556,2980,2821,2722,2716,1525,1276,1615,368,218,372,100,107,84,95,93,109,93,78,64,22,55,420.5
16225,CAMA1,breast,PS-1145,public,6111,5911,65,81,136,6461,6133,6498,6392,6216,6015,6338,6154,5622,6189,6144,6171,6138,6020,5945,6163,6335,5790,6613,6449,5489,6331,6151,5765,5533,5260,5548,5351,5428,5178,66,125,3791.5
16226,CAMA1,breast,SAHA (Vorinostat),public,6111,5911,65,81,136,6461,6133,6498,6450,6852,5810,6762,6136,5616,6457,6815,5960,6274,7044,6141,6205,6560,5843,3251,2901,2912,818,913,886,1269,1199,1102,1103,1219,1300,66,125,3791.5
16227,CAMA1,breast,Trichostatin A,public,6111,5911,65,81,136,6461,6133,6498,6617,6373,5980,6442,5786,6067,6119,6392,5064,6202,6122,5035,4463,4083,4346,478,547,471,835,918,832,991,1002,951,477,531,536,66,125,3791.5
16231,HCC1143,breast,PS-1145,public,6130,7430,65,65,118,5078,4484,4150,4799,4423,4879,4703,5333,5059,4714,4645,4446,5307,4482,4969,4808,5548,4777,4840,4596,4251,4676,4845,4557,4508,4187,4276,4673,4443,4904,37,85,1239.5
16232,HCC1143,breast,SAHA (Vorinostat),public,6130,7430,65,65,118,5078,4484,4150,4281,4321,4283,4583,5332,4476,4488,4494,4370,4907,4333,4728,4331,3907,4284,2592,2588,2634,1038,934,985,667,681,857,495,494,828,37,85,1239.5
16233,HCC1143,breast,Trichostatin A,public,6130,7430,65,65,118,5078,4484,4150,4899,4768,4767,4040,4594,4513,4721,5138,4651,4437,4394,4319,4386,3925,3876,977,1006,921,622,662,658,557,621,635,340,297,282,37,85,1239.5
16234,HCC1395,breast,PS-1145,public,6181,7435,65,41,102,2100,2191,1915,2044,2217,1954,2019,2013,1831,1888,2295,1817,2041,1836,2129,2005,2136,1952,1626,2031,1690,1952,2022,2030,2005,1928,1735,1886,1863,1762,35,62,1155.5
16235,HCC1395,breast,SAHA (Vorinostat),public,6181,7435,65,41,102,2100,2191,1915,2050,1985,1679,1965,2154,1750,2136,1997,1732,2169,2069,2203,2326,2097,2177,1795,1724,1815,939,1182,1080,411,374,427,328,244,359,35,62,1155.5
16236,HCC1395,breast,Trichostatin A,public,6181,7435,65,41,102,2100,2191,1915,1741,2141,2028,1954,2025,474,2078,2160,2067,1972,2073,2108,2011,1821,2126,826,837,407,351,386,407,234,263,240,135,139,152,35,62,1155.5
16237,HCC1419,breast,PS-1145,public,6196,7439,65,78,118,6186,6261,6562,6312,6491,6606,6880,6526,5646,6701,6732,6018,6866,6573,5953,6199,6760,6188,6852,6640,5727,5988,6329,6468,6963,6151,6320,6716,6640,6574,91,168,5946.5
16238,HCC1419,breast,SAHA (Vorinostat),public,6196,7439,65,78,118,6186,6261,6562,6026,6293,5837,6555,5952,5540,6456,6424,5563,6830,6212,6444,6980,6239,6045,5315,4076,4573,1134,1005,725,243,217,182,160,232,206,91,168,5946.5
16239,HCC1419,breast,Trichostatin A,public,6196,7439,65,78,118,6186,6261,6562,6334,6673,6898,6427,6575,6289,6280,7323,5933,6284,6028,6365,6329,6271,6324,3439,2604,2388,228,237,168,226,224,185,262,220,186,91,168,5946.5
16240,HCC1428,breast,PS-1145,public,6245,7442,65,73,115,6115,6001,5713,6046,5821,6137,6212,6333,5838,5984,5943,6138,5973,6301,6044,5745,5753,6353,6596,6012,5890,6214,6333,6787,6295,6326,6678,6203,6143,6172,56,114,3490
16241,HCC1428,breast,SAHA (Vorinostat),public,6245,7442,65,73,115,6115,6001,5713,5972,5790,5678,6289,6169,5797,6060,6216,5691,5681,5882,6317,5142,5073,5375,878,1007,884,159,193,182,208,153,157,147,192,140,56,114,3490
16242,HCC1428,breast,Trichostatin A,public,6245,7442,65,73,115,6115,6001,5713,5774,6045,6202,6037,6100,5818,5652,6221,6470,5188,5600,5491,1246,1234,2057,219,212,210,193,210,157,201,217,162,205,184,181,56,114,3490
16243,HCC1569,breast,PS-1145,public,6297,7448,65,45,37,3952,3838,3765,3636,3640,3993,3680,3905,3887,4200,3664,3895,3576,4252,4153,3630,3588,4292,4016,4013,3808,3744,3363,4237,4127,3902,3898,3370,3155,3783,37,90,687.5
16244,HCC1569,breast,SAHA (Vorinostat),public,6297,7448,65,45,37,3952,3838,3765,4309,3168,3988,3592,4154,3711,3768,3792,3835,3291,3880,4055,3299,3214,3071,1794,1922,2105,450,469,545,273,264,315,290,241,235,37,90,687.5
16245,HCC1569,breast,Trichostatin A,public,6297,7448,65,45,37,3952,3838,3765,4002,3607,3692,3858,3891,4136,3941,3627,4112,3435,3663,3524,2410,2162,2603,444,470,458,257,266,279,259,218,196,423,382,350,37,90,687.5
16246,HCC1569,breast,PS-1145,public,6316,7449,65,61,131,4330,4442,4081,4482,4579,4760,4480,4855,4301,4372,4666,3356,4338,3953,5124,4299,4309,4319,1084,4141,3830,4380,4329,4398,4399,4427,4819,4237,3782,4318,30,70,1043
16247,HCC1569,breast,SAHA (Vorinostat),public,6316,7449,65,61,131,4330,4442,4081,4042,3929,3844,4233,5128,4062,4646,4655,3771,4138,4009,4438,3830,3517,4128,2009,1907,2034,601,637,775,346,305,310,309,256,253,30,70,1043
16248,HCC1569,breast,Trichostatin A,public,6316,7449,65,61,131,4330,4442,4081,1820,4110,4611,4049,4427,366,4334,4268,4669,4107,4171,4611,3683,2208,3111,537,486,351,340,333,360,289,303,238,418,391,367,30,70,1043
16249,HCC1806,breast,PS-1145,public,6337,7451,65,95,128,8261,8410,8759,8334,8601,8478,8739,9033,7208,7790,8739,8923,7974,8216,9187,8400,8284,7932,8882,8162,7415,8224,8598,8096,7875,8393,8379,8094,7933,8137,47,104,1957
16250,HCC1806,breast,SAHA (Vorinostat),public,6337,7451,65,95,128,8261,8410,8759,8498,9061,7352,9026,8938,7972,8422,8894,8098,8098,7865,7819,6657,7544,7515,5144,4653,4771,343,426,626,260,236,188,197,252,202,47,104,1957
16251,HCC1806,breast,Trichostatin A,public,6337,7451,65,95,128,8261,8410,8759,8449,8611,8719,8801,8486,7910,7817,8830,7860,7420,7487,7919,5983,5358,6245,429,359,367,231,251,185,239,235,172,276,244,230,47,104,1957
16252,HCC1954,breast,PS-1145,public,6370,7454,65,55,101,5060,5332,5940,5412,6349,5379,5920,4374,3833,5420,6608,3533,5558,5518,3925,5416,6127,4753,5307,5547,3754,5348,6291,4862,5053,5918,4174,5801,4458,4203,47,97,2665.5
16253,HCC1954,breast,SAHA (Vorinostat),public,6370,7454,65,55,101,5060,5332,5940,6018,5984,3789,5829,4361,4134,5818,5667,4185,5457,5572,4909,5578,5025,4816,3136,2704,1507,1377,1501,1568,355,280,288,158,205,150,47,97,2665.5
16254,HCC1954,breast,Trichostatin A,public,6370,7454,65,55,101,5060,5332,5940,4694,5948,5913,5749,4458,3107,5519,5789,4345,5387,5132,4443,4259,2857,3023,1037,533,725,274,310,263,269,271,192,282,211,230,47,97,2665.5
16255,HCC202,breast,PS-1145,public,6425,7459,65,53,98,4717,4832,4059,4529,4476,4729,4439,4613,4293,4604,4574,4313,4804,5063,4507,4538,4923,4736,5255,4899,5099,5175,4837,4910,4877,4739,4999,4750,5127,4727,72,121,3969.5
16256,HCC202,breast,SAHA (Vorinostat),public,6425,7459,65,53,98,4717,4832,4059,4684,4124,4217,4105,4371,4143,4594,4319,4075,4501,4378,4297,3052,3331,3417,693,1009,1024,238,298,282,211,204,175,173,219,177,72,121,3969.5
16257,HCC202,breast,Trichostatin A,public,6425,7459,65,53,98,4717,4832,4059,4767,4701,4591,4103,4078,4334,4082,4303,4611,2746,3204,2484,1191,1116,1346,212,251,245,219,227,177,240,231,235,275,253,245,72,121,3969.5
16258,HCC202,breast,PS-1145,public,6436,7460,65,68,99,4865,5146,5026,5097,5132,5748,5037,5527,4978,4998,5338,4764,4850,4998,5212,4432,5009,5920,5926,5315,5110,6509,6257,7044,7027,7267,7922,7344,6862,7310,79,131,5459
16259,HCC202,breast,SAHA (Vorinostat),public,6436,7460,65,68,99,4865,5146,5026,1586,5056,4683,5024,5736,4680,4714,5074,4751,4564,4441,5231,3043,3697,4308,1045,1075,1208,346,392,361,287,270,220,173,236,174,79,131,5459
16260,HCC202,breast,Trichostatin A,public,6436,7460,65,68,99,4865,5146,5026,4884,5082,5384,4827,5470,5417,4508,5077,5367,3385,3642,4027,1121,1112,1455,301,328,336,276,298,234,272,271,258,296,272,255,79,131,5459
16261,HCC2185,breast,PS-1145,public,6441,7464,65,72,117,5121,5040,5129,5087,5512,5365,4971,5850,4662,5495,5088,4822,5443,4905,5790,4954,5572,4806,5111,5505,4760,5067,5047,4830,5081,4631,5370,5148,5181,6064,54,109,3138
16262,HCC2185,breast,SAHA (Vorinostat),public,6441,7464,65,72,117,5121,5040,5129,5014,5500,4755,5096,5546,4263,5373,5566,4747,5607,4770,4601,5306,5020,4271,3012,3073,2887,301,302,278,177,167,150,133,187,149,54,109,3138
16263,HCC2185,breast,Trichostatin A,public,6441,7464,65,72,117,5121,5040,5129,4802,5213,4923,5048,5558,5221,5076,5161,4743,5310,4830,5499,4870,4297,5453,1234,1248,1315,191,193,146,177,198,157,196,188,181,54,109,3138
16264,HCC3153,breast,PS-1145,public,6475,7466,65,85,125,6365,6042,6580,6320,6242,6584,6344,6323,5874,5958,6472,6122,5978,5980,6403,6160,6471,6296,6638,5911,5900,6097,6540,5981,5841,5828,6279,6037,6221,5594,62,128,3618
16265,HCC3153,breast,SAHA (Vorinostat),public,6475,7466,65,85,125,6365,6042,6580,6134,6866,5647,6683,6384,5937,6435,6439,5858,6229,5954,6267,6210,6394,6173,4498,4155,4454,1946,2225,2130,1342,1123,1380,974,1031,984,62,128,3618
16266,HCC3153,breast,Trichostatin A,public,6475,7466,65,85,125,6365,6042,6580,6283,6530,6316,6043,5959,6471,5968,6437,6365,5874,6015,6131,6456,6283,6322,4277,4256,4450,1114,1272,1025,773,852,788,319,300,393,62,128,3618
16267,HCC38,breast,PS-1145,public,6521,7468,65,48,101,3500,3416,3383,3680,3374,3314,3166,3546,3121,3197,3629,3092,3288,3123,3407,3682,3331,3177,3343,3083,2875,3523,3223,3221,3187,2958,2988,2922,2971,3309,41,100,1240
16268,HCC38,breast,SAHA (Vorinostat),public,6521,7468,65,48,101,3500,3416,3383,3213,3397,3001,3460,3517,2880,3672,3283,3157,3171,2873,3235,2344,2534,2507,533,465,512,107,135,137,157,113,109,134,146,126,41,100,1240
16269,HCC38,breast,Trichostatin A,public,6521,7468,65,48,101,3500,3416,3383,3227,3163,3413,3399,3750,3067,3192,3391,3222,3057,3102,3581,1620,1296,1784,139,163,175,132,166,120,126,128,105,187,178,149,41,100,1240
16270,HCC70,breast,PS-1145,public,6533,7470,65,78,123,5776,6003,5647,6038,5865,6034,5802,5942,5497,6160,6381,5265,6222,6120,6221,5707,5955,6215,6225,6053,5368,5777,5858,5639,5618,5754,5985,5429,5554,5123,71,118,2923.5
16271,HCC70,breast,SAHA (Vorinostat),public,6533,7470,65,78,123,5776,6003,5647,5896,5779,5428,6305,5873,5359,6063,5884,5474,5840,5437,5564,4409,4585,4466,1595,1992,1589,212,215,195,207,176,145,119,172,135,71,118,2923.5
16272,HCC70,breast,Trichostatin A,public,6533,7470,65,78,123,5776,6003,5647,5958,6289,5956,5966,5618,5126,5703,5976,5970,5667,5926,5617,5153,5064,5596,771,1222,1123,184,181,137,196,193,144,176,148,141,71,118,2923.5
16276,HS578T,breast,PS-1145,public,6547,7474,65,36,76,1994,1505,2041,1585,2499,1703,1516,2584,1345,2182,1580,1543,1557,1332,1836,1694,1735,1981,1654,1530,1162,1617,1514,1479,1551,1269,1277,1384,1157,1328,33,94,292
16277,HS578T,breast,SAHA (Vorinostat),public,6547,7474,65,36,76,1994,1505,2041,1455,1562,1256,3017,1634,1484,1544,1819,1364,1851,1759,1649,2053,2414,1898,1288,1261,1485,289,352,324,147,116,98,71,69,73,33,94,292
16278,HS578T,breast,Trichostatin A,public,6547,7474,65,36,76,1994,1505,2041,2555,2201,1561,1313,1589,1768,1580,1492,1532,1602,1692,1637,1227,1128,1281,198,222,249,84,105,72,67,74,74,58,50,43,33,94,292
16279,HS578T,breast,PS-1145,public,6558,7472,65,45,88,1635,1286,1296,1713,1382,2159,1364,3581,1306,1316,1381,1397,1435,5623,2829,1411,1385,1719,1395,1313,5135,1378,1391,1787,1316,1112,4996,1340,1256,7027,33,99,743.5
16280,HS578T,breast,SAHA (Vorinostat),public,6558,7472,65,45,88,1635,1286,1296,1259,1205,1289,1290,3028,1316,1295,1370,1196,1545,1302,1946,1597,1446,2263,2507,4000,2296,1126,1000,810,196,251,231,108,97,349,33,99,743.5
16281,HS578T,breast,Trichostatin A,public,6558,7472,65,45,88,1635,1286,1296,1511,1483,2452,1221,8870,1786,1393,1454,2070,1389,1333,7241,2319,2028,2743,876,587,831,141,141,254,69,66,101,59,73,44,33,99,743.5
16282,HS578T,breast,PS-1145,public,6571,7473,65,45,87,2213,2283,2152,2131,2336,2209,2092,2849,1973,1572,2348,2904,2167,2070,3076,1851,2434,1819,2272,1998,1838,2085,2148,1994,2122,1799,2524,1862,2072,2085,37,104,386
16283,HS578T,breast,SAHA (Vorinostat),public,6571,7473,65,45,87,2213,2283,2152,2266,2425,1990,2313,2954,1993,1878,1932,1969,2482,2002,2455,2293,2462,2311,2236,1959,2304,720,679,772,267,206,382,71,128,70,37,104,386
16284,HS578T,breast,Trichostatin A,public,6571,7473,65,45,87,2213,2283,2152,2436,2235,2221,2139,2438,2688,2175,2292,2189,1923,2256,2460,2179,2181,2003,521,553,551,217,228,227,86,90,101,81,70,49,37,104,386
16285,HS578T,breast,PS-1145,public,6581,7471,65,56,96,4244,4238,3957,4200,4119,4354,3855,4417,3806,4061,4184,3726,4142,4116,4215,4418,4139,4198,4276,4036,3793,5073,4135,4240,3470,3660,4050,3364,3584,3470,26,82,896
16286,HS578T,breast,SAHA (Vorinostat),public,6581,7471,65,56,96,4244,4238,3957,4066,3815,3494,3881,4147,3901,4179,4580,3644,3995,3990,4184,3167,3253,3546,1476,1395,1440,187,237,238,133,108,101,98,119,103,26,82,896
16287,HS578T,breast,Trichostatin A,public,6581,7471,65,56,96,4244,4238,3957,4464,4511,4482,4260,4176,3863,4041,4355,4155,4269,3901,4164,3377,3394,4049,215,487,317,127,139,92,130,126,109,116,123,107,26,82,896
16291,LY2,breast,PS-1145,public,6607,7476,65,33,86,1108,1451,2042,1666,1936,939,1919,2663,1035,1065,794,1166,856,1659,2572,702,1917,1494,1817,1239,1300,1039,960,2805,6750,6609,4535,6489,6245,839,43,109,1856.5
16292,LY2,breast,SAHA (Vorinostat),public,6607,7476,65,33,86,1108,1451,2042,1637,1929,2218,1170,2517,1133,1122,2030,907,1460,2546,3232,985,947,3017,1726,2323,2199,97,179,152,95,101,70,68,126,94,43,109,1856.5
16293,LY2,breast,Trichostatin A,public,6607,7476,65,33,86,1108,1451,2042,1672,1382,1362,1847,2088,3011,1900,1358,2498,1861,2298,2425,1470,657,2510,156,139,207,79,129,69,123,98,142,104,85,125,43,109,1856.5
16297,MB157,breast,PS-1145,public,6650,7482,65,104,142,7896,7856,7573,7753,7987,8302,7939,7457,7353,7006,8048,7925,7272,7068,7503,7596,7681,7883,8554,7262,6962,8339,8840,7945,7357,7754,7578,7476,6837,7531,34,89,1682.5
16298,MB157,breast,SAHA (Vorinostat),public,6650,7482,65,104,142,7896,7856,7573,7400,8128,6994,7950,7988,7350,7940,8108,7120,6926,7175,7333,5839,6212,6142,3630,3369,3554,806,951,1110,327,281,338,170,221,235,34,89,1682.5
16299,MB157,breast,Trichostatin A,public,6650,7482,65,104,142,7896,7856,7573,7705,7387,7766,7728,7944,7432,7297,7749,7720,6799,6946,7341,5525,4426,5261,602,625,682,235,258,194,244,232,191,217,170,190,34,89,1682.5
16300,MCF10A,breast,PS-1145,public,6678,7484,65,75,136,5311,5161,5209,5295,5533,5432,5280,6189,4996,5839,5501,5370,5342,5558,6489,5059,5742,5260,5745,6299,5157,5027,5539,5527,5427,5178,6104,5170,4914,5980,39,93,1046
16301,MCF10A,breast,SAHA (Vorinostat),public,6678,7484,65,75,136,5311,5161,5209,5807,5404,5903,5393,5987,5146,5014,5470,5006,5065,5260,5486,4342,4661,6785,3774,3428,3003,1367,1915,1555,292,260,286,141,161,137,39,93,1046
16302,MCF10A,breast,Trichostatin A,public,6678,7484,65,75,136,5311,5161,5209,5332,5397,5973,5402,6666,5167,6375,5283,5335,5055,5113,4277,3746,3617,4406,1438,1555,1460,234,256,310,191,173,167,143,125,130,39,93,1046
16303,MCF10F,breast,PS-1145,public,6690,7486,65,44,90,2286,2200,2147,2410,2380,2647,2127,2328,1974,2167,2314,2201,2348,2161,2565,2302,2263,2421,2363,2023,2064,2263,2227,2462,2085,2236,2550,2542,2312,2754,34,81,1022.5
16304,MCF10F,breast,SAHA (Vorinostat),public,6690,7486,65,44,90,2286,2200,2147,1950,2292,2364,2386,2469,2039,2234,2277,2171,2496,2246,2758,2491,2431,2642,2360,2416,2323,1656,1650,1513,400,500,535,179,211,216,34,81,1022.5
16305,MCF10F,breast,Trichostatin A,public,6690,7486,65,44,90,2286,2200,2147,2328,2420,2388,2080,2680,2212,2176,2257,2278,2524,2255,2693,2702,2694,2938,1655,1857,1869,405,440,522,140,166,170,119,124,124,34,81,1022.5
16306,MCF12A,breast,PS-1145,public,6718,7490,65,91,147,7199,7970,7548,8384,8005,7618,7080,8262,7042,7645,8300,6942,8047,8432,8009,8321,7943,7705,8485,7693,6979,8520,7332,7044,7846,7221,8448,7143,6820,6611,41,86,1398
