Cell HMS LINCS ID	Cell Name	Clinical Subtype	Transcriptional Subtype	Small Molecule HMS LINCS ID	Small Molecule HMS LINCS ID	Antibody HMS LINCS ID	Antibody Name	Perturbagen Target	Perturbagen Class	Biological Replicate ID	Conc Unit	GR50	GEC50	GRmax	GRinf	GR Hill Coefficient	GR_AOC	GR r2	Nominal Division Rate
50029-1	MCF7	HR+	Luminal	10102-101-3	Taxol			TUBB	TUBB	7875.002	uM	0.012226	0.010006	0.079508	0.1374	1.6028	0.53538	0.99163	1.8262
50029-1	MCF7	HR+	Luminal	10102-101-3	Taxol			TUBB	TUBB	9583.002	uM	0.015558	0.013475	0.075115	0.10662	1.6686	0.54383	0.99477	1.259
50029-1	MCF7	HR+	Luminal	10277-101-1	Temsirolimus			MTOR	MTOR	10997.144	uM	1.4769	14.9311	-0.90965	-1	0.47487	0.4562	0.84891	1.275
50029-1	MCF7	HR+	Luminal	10278-999-1	Topotecan			TOP1	TOP	7875.007	uM	1.6765	2.6639	-0.503	-0.47691	1.4463	0.44165	0.98875	1.4906
50029-1	MCF7	HR+	Luminal	10278-999-1	Topotecan			TOP1	TOP	9583.121	uM	1.1436	2.0346	-0.19478	-0.25426	0.71362	0.38939	0.97705	1.0648
50029-1	MCF7	HR+	Luminal	10021-101-5	Tozasertib			AURK/FLT3/ABL/JAK2	AURK	10997.15	uM	7.1215	Inf	0.1476	-1	0.37602	0.21509	0.88023	1.4218
50029-1	MCF7	HR+	Luminal	10142-999-2	Trametinib			MEK	MAPK	10073.012	uM	Inf	0.0089919	0.79747	0.81385	0.798	0.11922	0.65232	0.5734
50029-1	MCF7	HR+	Luminal	10142-999-2	Trametinib			MEK	MAPK	7874.05	uM	Inf	Inf	0.92555	0.92555	0	0.024884	0.51178	1.5863
50029-1	MCF7	HR+	Luminal	10142-999-2	Trametinib			MEK	MAPK	7875.012	uM	Inf	0.064879	0.88178	0.89297	1.5563	0.047062	0.79783	1.7071
50029-1	MCF7	HR+	Luminal	10142-999-2	Trametinib			MEK	MAPK	9583.012	uM	Inf	Inf	0.76656	0.021116	0.33572	0.047458	0.66697	1.1482
50029-1	MCF7	HR+	Luminal			80076-1	Trastuzumab	HER2	ErbB	9583.026	uM	Inf	Inf	0.80509	-0.92079	0.83442	0.037752	0.69513	1.2731
50029-1	MCF7	HR+	Luminal	10279-101-1	Trichostatin A			HDAC	HDAC	7492.065	uM	9.6456	13.95	-0.55488	-0.55388	2.0207	0.74163	0.9919	1.605
50029-1	MCF7	HR+	Luminal	10279-101-1	Trichostatin A			HDAC	HDAC	7493.065	uM	5.2777	8.9673	-0.77438	-0.77793	1.7703	0.87959	0.99773	1.268
50029-1	MCF7	HR+	Luminal	10280-101-1	Triciribine			AKT	AKT	7492.074	uM	0.27441	0.34225	-0.096121	-0.11184	0.91375	0.40351	0.99505	1.4222
50029-1	MCF7	HR+	Luminal	10280-101-1	Triciribine			AKT	AKT	7493.074	uM	0.12436	0.26451	-0.3977	-0.41994	0.80788	0.54449	0.9983	1.1549
50029-1	MCF7	HR+	Luminal	10346-110-1	Valproic acid			HDAC	HDAC	10997.143	uM	708.9312	1000	-0.80913	-0.35852	1.5715	0.21966	0.82681	0.6416
50029-1	MCF7	HR+	Luminal	10281-101-1	Vinorelbine			TUBB	TUBB	7874.018	uM	0.024772	0.83858	-0.87293	-1	0.31193	0.69193	0.84404	1.6506
50029-1	MCF7	HR+	Luminal	10281-101-1	Vinorelbine			TUBB	TUBB	7875.018	uM	0.040599	1.132	-0.87996	-1	0.33011	0.66191	0.86932	1.6565
50029-1	MCF7	HR+	Luminal	10282-101-1	Vorinostat			HDAC	HDAC	7492.065	uM	78.643	148.798	-0.6258	-0.60309	1.2409	0.60731	0.99725	1.605
50029-1	MCF7	HR+	Luminal	10282-101-1	Vorinostat			HDAC	HDAC	7493.065	uM	56.8324	120.494	-0.8559	-0.82551	1.2973	0.71691	0.99612	1.268
50029-1	MCF7	HR+	Luminal	10283-101-1	XRP44X			ELK3	MAPK	10997.151	uM	0.4244	0.37088	0.31345	0.24515	5	0.34585	0.96931	1.3229
50029-1	MCF7	HR+	Luminal	10348-999-1	Z-Leu-Leu-Norvalinal			Proteasome	Proteasome	14640.189	uM	1.7039	2.8378	-0.81575	-0.83226	1.9211	0.47942	0.99705	1.5721
50029-1	MCF7	HR+	Luminal	10096-101-2	ZM-447439			AURK	AURK	10997.15	uM	Inf	Inf	0.71982	0.71982	0	0.16396	0.51209	1.4218
50327-1	MDA-MB-134-VI	HR+	Luminal	10275-101-1	(Z)-4-Hydroxytamoxifen			ESR1		7876.016	uM	Inf	0.056072	0.55473	0.54132	0.47997	0.27943	0.87235	1.058
50327-1	MDA-MB-134-VI	HR+	Luminal	10236-101-1	17-AAG			HSP90	HSP90	10077.037	uM	0.026138	0.048395	-0.99632	-0.83766	1.5975	1.057	0.99095	0.4524
50327-1	MDA-MB-134-VI	HR+	Luminal	10236-101-1	17-AAG			HSP90	HSP90	7876.04	uM	0.046235	0.067442	-0.77262	-0.69905	2.3168	0.9485	0.99756	1.0852
50327-1	MDA-MB-134-VI	HR+	Luminal	10236-101-1	17-AAG			HSP90	HSP90	7877.05	uM	0.031745	0.044908	-0.99203	-0.95064	3.0706	1.1407	0.99883	0.5502
50327-1	MDA-MB-134-VI	HR+	Luminal	10501-999-1	2-deoxyglucose					12662.177	uM	Inf	Inf	0.96757	0.96757	0	0.040547	2.695e-05	1.7065
50327-1	MDA-MB-134-VI	HR+	Luminal	10237-101-1	5-DFUR			TYMS	TYMS	10998.143	uM	313.2177	1000	-0.24305	-0.59796	0.6776	0.32701	0.8588	0.5976
50327-1	MDA-MB-134-VI	HR+	Luminal	10237-101-1	5-DFUR			TYMS	TYMS	12206.143	uM	679.5774	1000	0.033252	-0.1914	0.83907	0.19702	0.98242	1.0676
50327-1	MDA-MB-134-VI	HR+	Luminal	10238-101-1	5-FU			TYMS	TYMS	7876.017	uM	24.3368	434.474	-0.71326	-1	0.38118	0.67252	0.90126	0.6706
50327-1	MDA-MB-134-VI	HR+	Luminal	10238-101-1	5-FU			TYMS	TYMS	7877.017	uM	1133.9624	1000	0.056316	0.05275	0.88682	0.19243	0.95511	0.6955
50327-1	MDA-MB-134-VI	HR+	Luminal	10239-101-1	AG1024			IGF1R	RTK	10419.066	uM	Inf	3.7994	0.56174	0.55307	1.9221	0.099527	0.89208	0.6963
50327-1	MDA-MB-134-VI	HR+	Luminal	10239-101-1	AG1024			IGF1R	RTK	7494.066	uM	13.2746	49.0006	0.15442	-0.99994	0.84119	0.15342	0.91303	0.9416
50327-1	MDA-MB-134-VI	HR+	Luminal	10223-101-2	AG1478			EGFR	ErbB	7876.016	uM	Inf	62.1697	0.59816	0.48851	1.3113	0.053308	0.94034	1.058
50327-1	MDA-MB-134-VI	HR+	Luminal	10240-101-1	AS-252424			PI3K	PI3K	10519.141	uM	11.2636	7.8009	0.26209	0.24732	1.8579	0.12859	0.9873	1.0417
50327-1	MDA-MB-134-VI	HR+	Luminal	10240-101-1	AS-252424			PI3K	PI3K	10998.153	uM	36.2216	Inf	0.47409	-1	0.38269	0.13667	0.79407	0.7434
50327-1	MDA-MB-134-VI	HR+	Luminal	10240-101-1	AS-252424			PI3K	PI3K	12206.158	uM	Inf	3.0013	0.41936	0.60818	5	0.1235	0.65919	1.1431
50327-1	MDA-MB-134-VI	HR+	Luminal	10133-101-2	Afatinib			EGFR/HER2	ErbB	12206.158	uM	3.3371	7.1612	-0.9506	-1	1.4388	0.40687	0.98687	1.1431
50327-1	MDA-MB-134-VI	HR+	Luminal	10232-101-2	Dactolisib			PI3K	PI3K	10998.155	uM	Inf	Inf	0.3974	0.3974	0	0.24893	0.26869	0.9302
50327-1	MDA-MB-134-VI	HR+	Luminal	10232-101-2	Dactolisib			PI3K	PI3K	12206.155	uM	Inf	Inf	0.65417	0.65417	0	0.23472	0.35774	0.9802
50327-1	MDA-MB-134-VI	HR+	Luminal	10343-101-1	Baicalein			Lipoxygenase	Metabolism	10419.072	uM	74.7573	130.7709	-0.23624	-0.99993	1.9645	0.17746	0.92528	0.6039
50327-1	MDA-MB-134-VI	HR+	Luminal	10343-101-1	Baicalein			Lipoxygenase	Metabolism	10519.072	uM	107.3572	104.3916	0.20987	0.044481	3.3261	0.059454	0.96708	0.9861
50327-1	MDA-MB-134-VI	HR+	Luminal	10343-101-1	Baicalein			Lipoxygenase	Metabolism	10998.072	uM	128.246	157.6457	-0.087897	-0.90329	4.9999	0.16459	0.86912	0.891
50327-1	MDA-MB-134-VI	HR+	Luminal	10241-101-4	Bortezomib			Proteasome	Proteasome	14837.203	uM	0.0095487	0.01392	-0.90784	-0.91928	2.7681	1.279	0.99952	1.5334
50327-1	MDA-MB-134-VI	HR+	Luminal	10241-101-4	Bortezomib			Proteasome	Proteasome	14837.203	uM	0.0095487	0.01392	-0.90784	-0.91928	2.7681	1.279	0.99952	1.5334
50327-1	MDA-MB-134-VI	HR+	Luminal	10241-101-1	Bortezomib			Proteasome	Proteasome	7494.074	uM	0.044078	0.06633	-0.99849	-1	2.6881	1.2339	0.99777	0.6767
50327-1	MDA-MB-134-VI	HR+	Luminal	10241-101-1	Bortezomib			Proteasome	Proteasome	7494.074	uM	0.044078	0.06633	-0.99849	-1	2.6881	1.2339	0.99777	0.6767
50327-1	MDA-MB-134-VI	HR+	Luminal	10189-101-2	Bosutinib			Src	nRTK	10998.145	uM	Inf	Inf	0.73974	0.73974	0	0.21808	-9.9208e-08	0.9403
50327-1	MDA-MB-134-VI	HR+	Luminal	10189-101-2	Bosutinib			Src	nRTK	12206.145	uM	10.5921	8.2335	0.21712	0.35809	4.9998	0.12354	0.90768	0.8709
50327-1	MDA-MB-134-VI	HR+	Luminal	10502-101-1	Bromopyruvic acid			Hexokinase II	Metabolism	12662.177	uM	0.32133	0.39543	-0.88696	-0.86628	4.8445	0.63892	0.99778	1.7065
50327-1	MDA-MB-134-VI	HR+	Luminal	10243-999-1	CGC-11047			Polyamine analogue		10077.026	uM	859.7057	1000	-0.83123	-0.56468	5	0.10488	0.8794	0.3999
50327-1	MDA-MB-134-VI	HR+	Luminal	10246-101-1	CPT-11			TOP1	TOP	10077.121	uM	17.8013	19.4984	-0.28748	-0.28829	4.9995	0.10082	0.99084	0.4875
50327-1	MDA-MB-134-VI	HR+	Luminal	10246-101-1	CPT-11			TOP1	TOP	7876.007	uM	2.6637	1.6144	0.2435	0.29844	1.8143	0.1778	0.97935	1.0246
50327-1	MDA-MB-134-VI	HR+	Luminal	10246-101-1	CPT-11			TOP1	TOP	7877.007	uM	0.61397	0.8731	-0.37503	-0.306	1.3561	0.44885	0.97235	0.5977
50327-1	MDA-MB-134-VI	HR+	Luminal	10242-101-1	Carboplatin			DNA cross-linker	DNA cross-linker	10077.119	uM	199.3542	247.7237	-0.98098	-0.98143	5	0.24824	0.9964	0.5371
50327-1	MDA-MB-134-VI	HR+	Luminal	10242-101-1	Carboplatin			DNA cross-linker	DNA cross-linker	10265.021	uM	248.5319	343.8976	-0.99926	-1	3.3827	0.22194	0.97019	0.3095
50327-1	MDA-MB-134-VI	HR+	Luminal	10503-101-1	Celecoxib			COX2	COX	10519.136	uM	Inf	Inf	0.93864	0.93864	0	0.050597	-1.9254e-07	1.1406
50327-1	MDA-MB-134-VI	HR+	Luminal			80078-1	Cetuximab	EGFR	ErbB	10077.026	uM	Inf	Inf	1.05	1.05	0	-0.05	-Inf	0.3999
50327-1	MDA-MB-134-VI	HR+	Luminal			80078-1	Cetuximab	EGFR	ErbB	7876.042	uM	Inf	Inf	0.91782	0.91782	0	-0.025092	0.22237	1.0958
50327-1	MDA-MB-134-VI	HR+	Luminal			80078-1	Cetuximab	EGFR	ErbB	7877.042	uM	Inf	Inf	0.9001	0.9001	0	0.028319	0.13564	0.3414
50327-1	MDA-MB-134-VI	HR+	Luminal	10504-111-1	Chk2 inhibitor II			CHK2	CHK	10519.14	uM	Inf	8.488	0.88388	0.8826	5	0.018536	0.73379	1.0269
50327-1	MDA-MB-134-VI	HR+	Luminal	10505-999-1	Chloroquine					12662.177	uM	15.356	23.8939	-0.85531	-1	2.4849	0.18829	0.99582	1.7065
50327-1	MDA-MB-134-VI	HR+	Luminal	10245-101-1	Cisplatin			DNA cross-linker	DNA cross-linker	10077.049	uM	Inf	Inf	0.65279	0.65279	0	0.018837	0.50812	0.544
50327-1	MDA-MB-134-VI	HR+	Luminal	10245-101-1	Cisplatin			DNA cross-linker	DNA cross-linker	10265.021	uM	Inf	Inf	-0.77521	-0.77521	0	0.31456	0.57436	0.3095
50327-1	MDA-MB-134-VI	HR+	Luminal	10245-101-1	Cisplatin			DNA cross-linker	DNA cross-linker	7876.017	uM	1.2377	8.6403	-0.94801	-1	0.56538	0.6496	0.62029	0.6706
50327-1	MDA-MB-134-VI	HR+	Luminal	10245-101-1	Cisplatin			DNA cross-linker	DNA cross-linker	7877.017	uM	39.995	44.3331	-0.12489	-0.14184	2.4251	0.13487	0.99348	0.6955
50327-1	MDA-MB-134-VI	HR+	Luminal	10506-110-1	Dichloroacetate			PDK	PDK	12662.176	uM	Inf	Inf	0.91445	0.91445	0	0.053121	-0.083298	1.8146
50327-1	MDA-MB-134-VI	HR+	Luminal	10507-999-1	Disulfiram			Proteasome	Proteasome	12662.174	uM	1.6264	12.0169	-0.85359	-1	0.54932	0.36833	0.77547	1.613
50327-1	MDA-MB-134-VI	HR+	Luminal	10247-101-1	Docetaxel			TUBB	TUBB	10077.002	uM	0.030263	0.024465	0.0081485	0.20931	2.5501	0.3494	0.93628	0.4343
50327-1	MDA-MB-134-VI	HR+	Luminal	10247-101-1	Docetaxel			TUBB	TUBB	10265.002	uM	0.0077012	0.014084	-0.28371	-0.24168	0.65317	0.64605	0.85398	0.3365
50327-1	MDA-MB-134-VI	HR+	Luminal	10247-101-1	Docetaxel			TUBB	TUBB	7876.002	uM	0.0055099	0.0068667	-0.20723	-0.22181	1.6678	0.69084	0.99618	1.1036
50327-1	MDA-MB-134-VI	HR+	Luminal	10248-101-1	Doxorubicin			TOP2	TOP	10077.121	uM	1.3449	1.8363	-0.99748	-0.99229	3.5115	0.63763	0.98823	0.4875
50327-1	MDA-MB-134-VI	HR+	Luminal	10248-101-1	Doxorubicin			TOP2	TOP	7876.007	uM	1.0633	2.0778	-0.88916	-0.8744	1.5092	0.53002	0.99833	1.0246
50327-1	MDA-MB-134-VI	HR+	Luminal	10248-101-1	Doxorubicin			TOP2	TOP	7877.007	uM	Inf	Inf	-0.99093	-0.99093	0	0.60966	0.42663	0.5977
50327-1	MDA-MB-134-VI	HR+	Luminal	10249-999-1	Epirubicin			TOP2	TOP	7876.017	uM	0.90344	1.1133	-0.99726	-0.92084	5	0.94045	0.85098	0.6706
50327-1	MDA-MB-134-VI	HR+	Luminal	10249-999-1	Epirubicin			TOP2	TOP	7877.017	uM	Inf	Inf	1.05	1.05	0	0.16175	0.30375	0.6955
50327-1	MDA-MB-134-VI	HR+	Luminal	10097-102-3	Erlotinib			EGFR	ErbB	7494.09	uM	Inf	Inf	0.58515	0.58515	0	0.13819	0.2867	1.0823
50327-1	MDA-MB-134-VI	HR+	Luminal	10250-101-1	Etoposide			TOP2	TOP	7494.074	uM	2.021	9.2579	-0.4413	-0.65203	0.54845	0.48652	0.94907	0.6767
50327-1	MDA-MB-134-VI	HR+	Luminal	10235-101-2	Everolimus			MTOR	MTOR	10998.156	uM	0.030868	0.036749	-0.61759	-0.17538	1.7241	0.65643	0.89484	0.5969
50327-1	MDA-MB-134-VI	HR+	Luminal	10235-101-2	Everolimus			MTOR	MTOR	12206.164	uM	0.044807	5.076	-0.60442	-1	0.23227	0.62179	0.82576	0.9848
50327-1	MDA-MB-134-VI	HR+	Luminal	10110-101-1	FR180204			ERK1/2	MAPK	10519.137	uM	Inf	Inf	0.87475	0.87475	0	0.087222	-0.036926	1.0772
50327-1	MDA-MB-134-VI	HR+	Luminal	10110-101-1	FR180204			ERK1/2	MAPK	10998.149	uM	Inf	Inf	0.88907	0.88907	0	0.057314	-0.081582	0.7732
50327-1	MDA-MB-134-VI	HR+	Luminal	10110-101-1	FR180204			ERK1/2	MAPK	12206.161	uM	Inf	Inf	0.66581	0.66581	0	0.0853	0.13	1.058
50327-1	MDA-MB-134-VI	HR+	Luminal	10508-101-1	FTase Inhibitor I			Ftase	MAPK	10519.142	uM	Inf	Inf	0.67172	0.67172	0	0.15155	0.15475	0.8963
50327-1	MDA-MB-134-VI	HR+	Luminal	10508-101-1	FTase Inhibitor I			Ftase	MAPK	10998.154	uM	Inf	Inf	0.77756	0.77756	0	0.12531	-0.13813	0.7412
50327-1	MDA-MB-134-VI	HR+	Luminal	10508-101-1	FTase Inhibitor I			Ftase	MAPK	12206.154	uM	Inf	Inf	0.86463	0.86463	0	0.094068	0.090306	1.0125
50327-1	MDA-MB-134-VI	HR+	Luminal	10251-112-1	Fascaplysin			CDK4	CDK	7494.084	uM	0.22848	0.40566	-0.98714	-0.99351	1.9062	0.73204	0.96607	1.0275
50327-1	MDA-MB-134-VI	HR+	Luminal	10062-101-3	GSK1070916			AURK	AURK	10077.001	uM	3.5835	6.4086	-0.44579	-0.60006	1.3565	0.25438	0.94875	0.5941
50327-1	MDA-MB-134-VI	HR+	Luminal	10062-101-3	GSK1070916			AURK	AURK	7876.001	uM	2.1947	25.3802	-0.11421	-1	0.44879	0.27206	0.98211	0.9806
50327-1	MDA-MB-134-VI	HR+	Luminal	10062-101-3	GSK1070916			AURK	AURK	7877.001	uM	0.29497	4.4306	-0.46384	-1	0.40548	0.43079	0.94962	0.4366
50327-1	MDA-MB-134-VI	HR+	Luminal	10255-101-1	GSK1838705A			IGF1R	RTK	7494.07	uM	6.4135	11.4793	-0.97403	-1	1.8872	0.38927	0.95319	0.9405
50327-1	MDA-MB-134-VI	HR+	Luminal	10255-101-1	GSK1838705A			IGF1R	RTK	7494.09	uM	Inf	0.13394	0.6716	0.62477	0.22604	0.19676	0.60556	1.0823
50327-1	MDA-MB-134-VI	HR+	Luminal	10255-101-1	GSK1838705A			IGF1R	RTK	7494.098	uM	5.988	11.2854	-0.9693	-1	1.7335	0.34227	0.9843	0.9748
50327-1	MDA-MB-134-VI	HR+	Luminal	10146-101-2	Omipalisib			PI3K	PI3K	10419.087	uM	0.0066231	0.030457	-0.98813	-1	0.72005	1.1238	0.98794	0.6818
50327-1	MDA-MB-134-VI	HR+	Luminal	10146-101-2	Omipalisib			PI3K	PI3K	10519.087	uM	0.014252	0.059523	-0.96719	-1	0.76855	1.015	0.99073	1.0259
50327-1	MDA-MB-134-VI	HR+	Luminal	10013-101-3	GSK461364			PLK1	PLK	10077.001	uM	9.2245	11.4261	-0.89106	-0.90187	4.8165	0.19978	0.93877	0.5941
50327-1	MDA-MB-134-VI	HR+	Luminal	10013-101-3	GSK461364			PLK1	PLK	7876.001	uM	0.017445	0.017054	0.052013	0.053561	5	0.53345	0.80865	0.9806
50327-1	MDA-MB-134-VI	HR+	Luminal	10013-101-3	GSK461364			PLK1	PLK	7877.001	uM	0.0019284	0.0021681	-0.90202	-0.39815	5	1.0156	0.72469	0.4366
50327-1	MDA-MB-134-VI	HR+	Luminal	10257-101-1	GSK923295			CENPE	Kinesin	10077.001	uM	1.6726	85.2555	0.11601	-0.98606	0.27708	0.30837	0.86521	0.5941
50327-1	MDA-MB-134-VI	HR+	Luminal	10257-101-1	GSK923295			CENPE	Kinesin	7876.001	uM	0.10556	0.1146	-0.21443	-0.25432	5	0.55871	0.98996	0.9806
50327-1	MDA-MB-134-VI	HR+	Luminal	10257-101-1	GSK923295			CENPE	Kinesin	7877.001	uM	0.097473	0.11533	-0.65102	-0.65814	4.9937	0.77375	0.97405	0.4366
50327-1	MDA-MB-134-VI	HR+	Luminal	10014-101-3	GW843682X			PLK	PLK	10519.139	uM	7.7593	7.2803	0.13684	0.13641	4.9997	0.10912	0.95407	1.0177
50327-1	MDA-MB-134-VI	HR+	Luminal	10098-101-2	Gefitinib			EGFR	ErbB	10077.049	uM	30.0776	34.2446	0.32225	-0.45657	5	0.029342	0.86492	0.544
50327-1	MDA-MB-134-VI	HR+	Luminal	10098-101-2	Gefitinib			EGFR	ErbB	7876.016	uM	38.9508	42.5682	0.71	-0.27938	4.9982	0.020873	0.77407	1.058
50327-1	MDA-MB-134-VI	HR+	Luminal	10108-101-2	Geldanamycin			HSP90	HSP90	10077.049	uM	0.019744	0.037262	-0.80132	-0.68268	1.3555	0.99705	0.98209	0.544
50327-1	MDA-MB-134-VI	HR+	Luminal	10108-101-2	Geldanamycin			HSP90	HSP90	7876.04	uM	0.014414	0.01851	-0.68647	-0.66743	3.3908	1.1164	0.9993	1.0852
50327-1	MDA-MB-134-VI	HR+	Luminal	10252-101-1	Gemcitabine			DNA replication	DNA replication	10077.119	uM	625.9819	1000	-0.99906	-0.67487	1.8238	0.19061	0.86999	0.5371
50327-1	MDA-MB-134-VI	HR+	Luminal	10253-102-1	Glycyl-H-1152			ROCK2		10519.138	uM	1.9528	4.431	-0.73602	-0.879	1.2382	0.32841	0.99615	1.0592
50327-1	MDA-MB-134-VI	HR+	Luminal	10253-102-1	Glycyl-H-1152			ROCK2		10998.15	uM	1.0054	3.5013	-0.86306	-1	0.88048	0.39386	0.98366	0.8386
50327-1	MDA-MB-134-VI	HR+	Luminal	10253-102-1	Glycyl-H-1152			ROCK2		12206.16	uM	1.2203	5.5573	-0.82274	-1	0.72468	0.43627	0.98483	0.9874
50327-1	MDA-MB-134-VI	HR+	Luminal	10259-101-1	ICRF-193			TOP2	TOP	10519.139	uM	Inf	Inf	0.706	0.706	0	0.1007	0.46796	1.0177
50327-1	MDA-MB-134-VI	HR+	Luminal	10259-101-1	ICRF-193			TOP2	TOP	10998.151	uM	Inf	2.7799	0.55253	0.65816	4.9915	0.065843	0.80424	0.6986
50327-1	MDA-MB-134-VI	HR+	Luminal	10259-101-1	ICRF-193			TOP2	TOP	12206.157	uM	56.7652	Inf	0.48492	-0.64238	0.28802	0.16235	0.8847	0.9766
50327-1	MDA-MB-134-VI	HR+	Luminal	10228-102-2	IKK16			IKK	NFKB	10419.093	uM	6.0109	7.488	-0.9996	-0.99999	5	0.32638	0.9975	0.5719
50327-1	MDA-MB-134-VI	HR+	Luminal	10228-102-2	IKK16			IKK	NFKB	10519.1	uM	3.9499	4.9111	-0.98421	-0.98559	4.9998	0.38545	0.99783	1.0071
50327-1	MDA-MB-134-VI	HR+	Luminal	10258-110-1	Ibandronate			FDPS		10998.143	uM	46.5913	86.8554	-0.65719	-0.6538	1.3426	0.40078	0.96846	0.5976
50327-1	MDA-MB-134-VI	HR+	Luminal	10258-110-1	Ibandronate			FDPS		12206.143	uM	77.942	123.1886	-0.40694	-0.43878	1.3762	0.27745	0.99329	1.0676
50327-1	MDA-MB-134-VI	HR+	Luminal	10023-103-3	Imatinib			ABL/KIT/PDGFR	nRTK	7494.09	uM	28.939	56.7367	-0.9774	-1	1.6318	0.47017	0.95843	1.0823
50327-1	MDA-MB-134-VI	HR+	Luminal	10260-999-1	Ispinesib			KSP	Kinesin	7494.067	uM	0.04041	0.071518	-0.9951	-0.63943	1.4428	0.77535	0.94858	0.8649
50327-1	MDA-MB-134-VI	HR+	Luminal	10261-101-1	Ixabepilone			TUBB	TUBB	10419.095	uM	0.0021421	0.0035899	-0.99781	-0.52825	1.3964	1.084	0.90498	0.7505
50327-1	MDA-MB-134-VI	HR+	Luminal	10261-101-1	Ixabepilone			TUBB	TUBB	7494.094	uM	0.00015821	0.025762	-0.9888	-1	0.21572	1.2454	0.69036	0.9794
50327-1	MDA-MB-134-VI	HR+	Luminal	10208-101-2	JNK-IN-5A			JNK	JNK	10998.144	uM	Inf	Inf	0.60505	0.60505	0	0.16025	0.40662	0.8153
50327-1	MDA-MB-134-VI	HR+	Luminal	10208-101-2	JNK-IN-5A			JNK	JNK	12206.144	uM	2.2999	1.8707	0.085658	0.32197	5	0.2425	0.63701	0.9811
50327-1	MDA-MB-134-VI	HR+	Luminal	10262-101-1	L-779450			BRAF	MAPK	10519.137	uM	Inf	Inf	0.7146	0.7146	0	0.070192	0.56602	1.0772
50327-1	MDA-MB-134-VI	HR+	Luminal	10262-101-1	L-779450			BRAF	MAPK	10998.149	uM	Inf	Inf	0.80774	0.80774	0	0.046815	0.05554	0.7732
50327-1	MDA-MB-134-VI	HR+	Luminal	10262-101-1	L-779450			BRAF	MAPK	12206.161	uM	14.9211	38.0907	0.021199	-0.73119	0.96152	0.13949	0.9636	1.058
50327-1	MDA-MB-134-VI	HR+	Luminal	10263-101-1	LBH589			HDAC	HDAC	10998.154	uM	0.075274	0.12335	-0.72909	-0.6529	1.6917	0.73726	0.98967	0.7412
50327-1	MDA-MB-134-VI	HR+	Luminal	10263-101-1	LBH589			HDAC	HDAC	12206.154	uM	0.079655	0.11952	-0.59906	-0.48145	1.6622	0.65873	0.98733	1.0125
50327-1	MDA-MB-134-VI	HR+	Luminal	10051-999-3	Lapatinib			EGFR/HER2	ErbB	7494.098	uM	Inf	Inf	0.98017	0.98017	0	0.060927	-0.098403	0.9748
50327-1	MDA-MB-134-VI	HR+	Luminal	10230-101-2	Lestaurtinib			FLT3/JAK2/TrkA	RTK	10519.142	uM	0.59501	3.2058	-0.9918	-1	0.65233	0.61778	0.95142	0.8963
50327-1	MDA-MB-134-VI	HR+	Luminal	10230-101-2	Lestaurtinib			FLT3/JAK2/TrkA	RTK	10998.154	uM	0.36075	2.0652	-0.87998	-1	0.62964	0.47891	0.97598	0.7412
50327-1	MDA-MB-134-VI	HR+	Luminal	10230-101-2	Lestaurtinib			FLT3/JAK2/TrkA	RTK	12206.154	uM	0.24913	1.8638	-0.83767	-1	0.54592	0.50125	0.97261	1.0125
50327-1	MDA-MB-134-VI	HR+	Luminal	10107-101-2	MG-132			Proteasome	Proteasome	10998.145	uM	0.14076	0.2551	-0.98552	-0.98448	1.8302	0.92855	0.98018	0.9403
50327-1	MDA-MB-134-VI	HR+	Luminal	10107-101-2	MG-132			Proteasome	Proteasome	10998.145	uM	0.14076	0.2551	-0.98552	-0.98448	1.8302	0.92855	0.98018	0.9403
50327-1	MDA-MB-134-VI	HR+	Luminal	10107-101-2	MG-132			Proteasome	Proteasome	12206.145	uM	0.2217	0.31265	-0.98513	-0.97634	3.1496	0.86496	0.99715	0.8709
50327-1	MDA-MB-134-VI	HR+	Luminal	10107-101-2	MG-132			Proteasome	Proteasome	12206.145	uM	0.2217	0.31265	-0.98513	-0.97634	3.1496	0.86496	0.99715	0.8709
50327-1	MDA-MB-134-VI	HR+	Luminal	10107-999-5	MG-132			Proteasome	Proteasome	14264.189	uM	0.16557	0.19487	-0.93073	-0.62917	5	0.79385	0.89461	1.2647
50327-1	MDA-MB-134-VI	HR+	Luminal	10107-999-5	MG-132			Proteasome	Proteasome	14264.189	uM	0.16557	0.19487	-0.93073	-0.62917	5	0.79385	0.89461	1.2647
50327-1	MDA-MB-134-VI	HR+	Luminal	10265-101-1	Pevonedistat			NAE1	NAE1	10519.135	uM	0.1372	0.21679	-0.40802	-0.37127	1.2138	0.6105	0.99733	0.8926
50327-1	MDA-MB-134-VI	HR+	Luminal	10265-101-1	Pevonedistat			NAE1	NAE1	10998.135	uM	0.020146	0.061812	-0.76441	-0.77161	0.8326	0.96998	0.98697	0.5194
50327-1	MDA-MB-134-VI	HR+	Luminal	10265-101-1	Pevonedistat			NAE1	NAE1	12206.135	uM	0.081813	0.13226	-0.32244	-0.29024	0.95292	0.62421	0.99693	0.9865
50327-1	MDA-MB-134-VI	HR+	Luminal	10511-999-1	Mebendazole					12662.174	uM	0.17354	0.18005	-0.11563	-0.1012	5	0.50628	0.98938	1.613
